,mean_usage,std_dev,max_usage,total_usage,mean_Night,mean_Morning,mean_Afternoon,mean_Evening,cluster
MAC000200,0.09046560090208394,0.142028728094821,2.7160001,1584.5049998000002,0.032446803652968044,0.10258026946791506,0.07121037005481955,0.15564869796710828,0
MAC000201,0.18119345807740608,0.17012908748901515,1.536,3174.1469985999997,0.09562328769406393,0.21897648388127855,0.19920328903608955,0.2109789953652968,0
MAC000202,0.3540171919901016,0.5463958469335041,4.973,2718.1440001,0.1565523713392392,0.29449531213541663,0.40416466956748304,0.5607796871354167,1
MAC000203,0.12419320583499859,0.1415755095609233,1.714,2175.2440002000003,0.0642187214611872,0.12415277465174697,0.15260804020100502,0.15582069438099588,0
MAC000204,0.10879659173313995,0.1503517458035301,1.8,600.122,0.07789565217391305,0.06059245830311821,0.09232052211747643,0.20446952104499275,0
MAC000205,0.23897334319310465,0.273379186026038,3.543,4186.5739994000005,0.1217513698173516,0.2566695593514501,0.24872009116438354,0.3287563926712329,2
MAC000206,0.22672986240794657,0.21342561282918499,2.3710001,3971.6269998000002,0.07768949771689497,0.19787234523863897,0.3191916399954317,0.312201598196347,2
MAC000207,0.28323870453532873,0.2666256412372842,2.5669999,4958.6600003,0.13823858447488585,0.23229453469014408,0.3557622856685714,0.406688970153003,2
MAC000208,0.18789956816059758,0.1893009760783613,1.783,3219.847,0.058163632119514475,0.18449346409897294,0.2831134453548086,0.2258277310690943,2
MAC000209,0.05839687161043558,0.040678806488887935,0.344,1022.9380000000001,0.03032579908675799,0.06302876712328769,0.07302763819095479,0.06721397579356017,0
MAC000210,0.10532925714285714,0.07761466829595087,0.771,1843.262,0.06259086757990868,0.12801875142922478,0.1120944647758463,0.1186768,0
MAC000211,0.1846852983043106,0.1660707673551609,2.109,3234.7629998,0.06951484018264839,0.1964939483900434,0.22706646866148925,0.2457158519872088,2
MAC000212,0.05195987866300366,0.05784895179216832,0.847,907.843,0.033594322344322344,0.039223901098901094,0.0691875,0.06583379120879121,0
MAC000213,0.15728653803950673,0.19114292921811904,2.138,2755.0310003,0.0649728248458552,0.15473652972602742,0.23017336687985382,0.1792806576615666,0
MAC000214,0.1615954677778412,0.14452850500312756,1.27,2830.991,0.07082168949771689,0.1622655251369863,0.17006896551724138,0.24322762554794525,0
MAC000215,0.1139030600593743,0.07645197925831414,0.98,1995.1260000000002,0.09005365296803652,0.09816757990867579,0.09065585750171272,0.17677290381539867,0
MAC000216,0.52869227712769,0.4712986556476991,5.2059999,9262.160003,0.2569248858675799,0.570890183173516,0.6894386846997032,0.5975520548630137,1
MAC000217,0.10382883242934626,0.08241437704880722,0.819,1818.562,0.059212785388127846,0.11231262845398493,0.13700776610324347,0.10680059387848333,0
MAC000218,0.3186606540841372,0.2440539814571205,2.562,5582.6159989,0.23303150680365295,0.2386493150456621,0.3325566209589041,0.47043982630737613,2
MAC000220,0.12603470914540163,0.121731278552436,1.4450001,2207.7500001000003,0.08554086757990867,0.11828515981735162,0.10993423155971682,0.19040429422110552,0
MAC000221,0.23884495953305174,0.2853328149243279,2.845,4184.0860011,0.09226940639269406,0.21016468707172228,0.22682191785388126,0.4261107307990868,2
MAC000222,0.24619103627176703,0.2927932648342216,1.552,4312.0360003,0.19444954335616438,0.5221134962548527,0.1639086341708543,0.10425308357697578,2
MAC000223,0.38004863914302256,0.2732294964675885,1.673,656.3439998,0.45176798143851504,0.40229166666666666,0.2429166664351852,0.42338425902777777,2
MAC000224,0.30365878764618676,0.43778243302679776,2.98,3687.0249996,0.19765415036231884,0.3782928196640316,0.27612755428477254,0.3625424897562582,2
