,mean_usage,std_dev,max_usage,total_usage,mean_Night,mean_Morning,mean_Afternoon,mean_Evening,cluster
MAC001551,0.12766590555396998,0.19685725673337026,2.645,2236.5789994,0.035907990867579904,0.12455195252340719,0.20255639260273972,0.1476465752739726,0
MAC001552,0.15883297180043385,0.12620319355081236,1.499,2782.436,0.12444941767526833,0.13713424657534246,0.16906735159817354,0.20468348938113723,0
MAC001553,0.1407253400560064,0.14684203613841434,2.0739999,2462.4120003,0.12053162822562229,0.1453130573976675,0.12341163003663004,0.1736153495431704,0
MAC001555,0.1576003767852046,0.23743386066439776,2.5639999,2761.0010009,0.07630547947488585,0.22708105034246578,0.21402420655400775,0.11300365292237442,2
MAC001557,0.1638820003996118,0.25306962076432366,3.266,2870.721001,0.09881434117378396,0.2567156887417218,0.12021991322219684,0.1797744292237443,2
MAC001558,0.07947197488584476,0.09421283113892848,0.933,1392.3490000000002,0.08372762557077625,0.057969863013698636,0.0683958904109589,0.10779452054794522,0
MAC001560,0.2201338281473023,0.10519293690335395,0.908,3855.644,0.14993059360730593,0.1687395476353667,0.26913173515981736,0.29273138419369577,0
MAC001561,0.3339357269707175,0.3562987720766048,2.802,5850.2200008,0.11582621605389358,0.3060086758219178,0.39557899559360726,0.5182792237214613,2
MAC001562,0.446841781033105,0.5354651724249916,4.5999999,7828.6680037,0.23821780837899545,0.45090022817351605,0.33380639255707767,0.7644426950228311,1
MAC001563,0.3032439637250985,0.2844546036812906,4.099,5312.5310005,0.17131278529680366,0.2507068494063927,0.36259305773007533,0.42837671248858444,2
MAC001565,0.14241956844388629,0.07775188931649027,0.987,2494.906,0.12370068493150685,0.13321077871660195,0.12885224937200274,0.18390936073059358,0
MAC001567,0.23412004109252813,0.27113598936828914,2.4100001,4101.5489999,0.1390623429778488,0.2129365296347032,0.24212557070776256,0.3423340183789954,2
MAC001568,0.10979997716063479,0.11391829089842831,1.284,1923.4759999000003,0.06545568752855187,0.08936712328767123,0.10016301369863014,0.1841938355936073,0
MAC001569,0.2568393744391803,0.19616213652484696,3.3610001,4499.5690008,0.1504650684931507,0.25582191780821917,0.30803675815068493,0.3130465860013702,2
MAC001570,0.31443954781367744,0.3119153454129756,3.2420001,5508.351998600001,0.17362420093607306,0.2484216894977169,0.3878008675268326,0.4479586662708381,2
MAC001571,0.714014669155251,0.7403817141243544,4.5180001,12509.537003599999,0.585799771392694,0.62767168956621,0.7539970325799087,0.8885901830821917,3
MAC001572,0.16717991895085338,0.11581281156335214,1.332,2928.8250001,0.0739865296803653,0.15435327702671844,0.20638744292237446,0.23398949771689492,0
MAC001573,0.11046703296703297,0.0753591697484133,0.9,1930.0800000000002,0.0867342032967033,0.0877996794871795,0.11401739926739927,0.15331684981684982,0
MAC001574,0.09719994292237442,0.06804531157390593,1.801,1702.943,0.08569497716894979,0.09533287671232876,0.10051392694063926,0.1072579908675799,0
MAC001575,0.40591015464352986,0.3290912652986637,3.1930001,7111.1399992,0.2579353880136986,0.36724914354875543,0.39786620990867577,0.6005810503881278,1
MAC001577,0.21442245632003587,0.18390595882214453,1.832,956.7530001,0.16770736095152605,0.17570519704301077,0.22747849471326162,0.28671505376344086,0
MAC001578,0.2474932077625571,0.12500468469827075,1.211,4336.081,0.18395570776255707,0.23282488584474886,0.232525799086758,0.3406664383561644,2
MAC001579,0.5207712767052914,0.3566757317071273,4.0019999,9123.391996600001,0.3031337899086758,0.48401894956621005,0.5539504448732588,0.7419894976255708,1
MAC001580,0.2500371789052222,0.2751033223939827,3.0739999,4371.3999988,0.12402106227106226,0.2303555401785714,0.24558144843500113,0.400131121167048,2
MAC001581,0.1838551369634703,0.1688032195691189,2.0409999,3221.1419996,0.09843082191780822,0.1242716894520548,0.19000958904109588,0.3227084474429224,2
MAC001582,0.1602361111111111,0.13167475119117486,1.262,392.258,0.0914297385620915,0.14811928104575164,0.16999346405228757,0.23140196078431377,0
MAC001583,0.23247888133561645,0.21524689461521498,2.2,4073.030001,0.0834472602739726,0.15854863015981735,0.34955730618721464,0.3383623287214612,2
MAC001584,0.14058039281146512,0.19381542843984742,2.609,2462.1249997,0.06242778793418648,0.11551450111897694,0.17575565176981045,0.20855456625570776,0
MAC001585,0.14474743031064413,0.14422718039782062,2.0309999,2534.8169996,0.06720899954317039,0.1541528444139822,0.1461852867489148,0.21141461175799084,0
MAC001587,0.2506539559082087,0.22830623422195023,2.4560001,4390.9559996,0.17629634691780824,0.21256793793103448,0.27405776251141556,0.33970541221740125,2
MAC001588,0.279782807232148,0.18077898948242327,1.87,4901.5149999000005,0.26247511415525115,0.2725958903652968,0.25307947019867555,0.3309746575570776,2
MAC001589,0.10058941724984301,0.18466574777633607,2.2880001,1762.2260007999996,0.07570388130136986,0.08643972598173516,0.11649965752454898,0.12371803666666667,0
MAC001591,0.0695925799086758,0.05516839279136298,0.589,1219.2620000000002,0.03711963470319635,0.07366849315068494,0.07616666666666667,0.09141552511415525,0
MAC001592,0.21214931502853884,0.20935789778611225,2.8,3716.8559993000003,0.11627945205479451,0.22438196351598175,0.2057655250684932,0.3021703194748858,2
MAC001593,0.18706861121639365,0.07207161819770863,1.3049999,3277.2549999000003,0.19868463117150034,0.1749013698630137,0.17455730593607308,0.2001337899543379,0
MAC001594,0.3348470144993721,0.12336778986842477,1.279,5865.85,0.30604680365296805,0.28692075816396434,0.33189997714089975,0.41450890413242014,2
MAC001595,0.067217547670967,0.09616881366476131,1.142,1177.5170001000001,0.04018173515981735,0.0858776255936073,0.07826764101393013,0.06454510162137475,0
MAC001598,0.3389835597956388,0.2856080189958532,3.8,5938.3140005000005,0.18429794531963473,0.37356324235159816,0.3781118720547945,0.41999817243033344,2
MAC001599,0.15039840823970035,0.13427819463341722,1.353,642.502,0.12436985018726592,0.1499316479400749,0.11087827715355805,0.2164138576779026,0
MAC001600,0.07721584385189438,0.06727949941008343,1.454,1345.0999999,0.04502916858061553,0.07147830078071184,0.10040711825487945,0.09193801652892561,0
MAC001601,0.5001934009989725,0.48200803487745286,3.944,8762.3879987,0.16197465751141552,0.4669305776204613,0.6522884219456496,0.7196070775570776,1
MAC001603,0.5795575473852477,0.43941293391484415,3.4300001,10151.529999999999,0.22377488582191782,0.6570593741721854,0.6735811828271294,0.7639380998172681,1
MAC001604,0.32247111545267726,0.2981633752376207,4.1139998,5649.0490005,0.1961527397260274,0.3157403516327929,0.344411187260274,0.4336040192966431,2
MAC001605,0.13430930362442922,0.19616170952963305,1.8150001,2353.0989995,0.04814132420091324,0.12950958894977171,0.15113036527397258,0.20845593607305937,0
MAC001606,0.07851405071967102,0.10532291871683161,1.217,1374.6240000000003,0.053316738981502625,0.09032305231893992,0.07891058769723303,0.09151176067595342,0
MAC001607,0.12884735701564104,0.12856445504929856,1.719,2257.1480002,0.10157283105022831,0.13825234073989495,0.11784086757990868,0.15773213064626626,0
MAC001608,0.37854753210123404,0.37983804091120815,2.4100001,6626.0960019,0.1837373113625972,0.20470680994058502,0.4992670780214759,0.6263056891021248,1
MAC001609,0.13471489727168953,0.1239517962678721,1.54,2360.2050002000005,0.09210593607305936,0.1249,0.11502465753424658,0.20682899547945205,0
MAC001611,0.28365210943654734,0.32626050327763384,4.7620001,4968.734001,0.10564147065540078,0.2052192282256223,0.39764147056405574,0.4260737445205479,2
MAC001613,0.45002942010760694,0.3413733080799671,3.0009999,7862.463998700001,0.306012791343079,0.5197176197025172,0.4355412654057772,0.5392669113506076,1
MAC001615,0.06186055143558422,0.19901411182637624,3.036,1083.7350006,0.02331232876712329,0.10372602748858448,0.037433660653117144,0.08296461191780823,0
MAC001616,0.12989814443619754,0.15882155734537431,1.372,2275.1659998,0.04857808219178082,0.12695889472482302,0.1332317880794702,0.21087936938542381,0
MAC001617,0.14217345364098463,0.16483941890869502,1.962,2489.3149998,0.10597830554921216,0.11613290705640558,0.12364215578899293,0.22306976203110704,0
MAC001618,0.2808656393150686,0.20123546247357227,2.1289999,4920.766000800001,0.1641623287671233,0.20717876712328767,0.32450159821917807,0.4276198631506849,2
MAC001619,0.21556245014841877,0.2455253729337546,2.596,3776.2230017,0.11092007307604475,0.22106645361954785,0.24739611883561644,0.2828445207305936,2
MAC001620,0.28726261412671233,0.16987455135823956,3.151,5032.8409995,0.21241849315068495,0.28854223737442924,0.2800178082191781,0.3680719177625571,2
MAC001621,0.17884890693532735,0.2878255121140403,2.9660001,3133.2540006,0.09635319634703196,0.13305846085864353,0.20969817349315067,0.2762753426027397,2
MAC001622,0.04162141797008792,0.061973092756748435,0.711,729.1240000000001,0.029138584474885845,0.02201096140671386,0.044531628225622295,0.07080068493150686,0
MAC001623,0.18868141335198083,0.18863083407466788,2.3940001,3305.3209991,0.09216689497716894,0.1672925994061215,0.19735707753424658,0.2978993149086758,2
MAC001624,0.12104110059367507,0.09558706537919395,1.108,2120.3980002,0.11274269406392694,0.12292623889015755,0.11452465753424658,0.1339741950445307,0
MAC001625,0.3075549656906393,0.2692580515521663,2.8469999,5388.3629989,0.1912561643607306,0.3304910957305936,0.28887899534246575,0.4195936073287671,2
MAC001627,0.25868967290631956,0.12535337709080951,1.341,4531.4670003,0.20657488584474887,0.2920920512105985,0.23416004568493148,0.30195683946106416,2
MAC001628,0.1477698498829842,0.1599006917209635,1.937,2588.7800001,0.08075456621004566,0.16682785388127852,0.21141986310502286,0.13207353270153,0
MAC001629,0.04837022569444444,0.11721551834577748,1.538,111.445,0.02384548611111111,0.029354166493055556,0.07902604149305555,0.06125520868055555,0
MAC001630,0.17676852379267038,0.20991472811588166,1.923,3096.6309997999997,0.04091552511415525,0.23910228310502285,0.2576140671386161,0.1694590088604704,2
MAC001631,0.19632029686554384,0.1662932913219085,1.585,3438.5499996000003,0.10241535298149418,0.16956438351598171,0.21267526832610184,0.3005894039278374,2
MAC001632,0.06426400228375678,0.09685117807178555,1.738,1125.584,0.04210077696526508,0.04725296803652968,0.053027403539620925,0.1146520547716895,0
MAC001633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MAC001634,0.2362922008487654,0.3778614583003777,3.0090001,3981.0509998999996,0.06384282998575498,0.137357787345679,0.31230555550807215,0.43166263055555554,2
MAC001635,0.08124556194988299,0.09315072401596357,1.926,1423.3409998,0.045257364695135874,0.097679908630137,0.06222488584474885,0.11981187214611874,0
MAC001637,0.11490883662518551,0.09125673640860131,0.896,2012.973,0.0615,0.11977204202832345,0.12274474885844751,0.1556207762557078,0
MAC001638,0.1321337328652968,0.15042351902674939,1.506,2314.9829998,0.135777397260274,0.14234383557077623,0.10466643835616439,0.1457472602739726,0
MAC001639,0.1792543814123423,0.16145421304623886,2.5239999,3139.9989992,0.09025296803652968,0.14493630134703198,0.21398355784425668,0.267893101758794,2
MAC001640,0.12080698749785922,0.06534498120836327,0.614,2116.176,0.08444896094998859,0.10989429223744292,0.12377346426124687,0.1651137245946563,0
MAC001641,0.6480731413326482,0.30503101094477614,3.9630001,11350.3529973,0.5259529573646953,0.6421842461415525,0.6895525353129281,0.7346531869545351,1
MAC001643,0.29596443458354743,0.30293470858826427,5.3509998,5184.409000600001,0.207623201644211,0.32191390728476815,0.2678015530486412,0.38649840178082184,2
MAC001644,0.09601367596145022,0.16610906211237517,2.572,1046.0689996,0.07849449339207049,0.08611710712187959,0.0816448769004774,0.13779295154185023,0
MAC001646,0.2474257419634703,0.29239001033181083,4.5780001,4334.8989992,0.14701940632420094,0.21358584461187216,0.24452283121004567,0.38457488570776255,2
MAC001647,0.08132500000000001,0.05535511635188072,1.897,1424.814,0.05792123287671233,0.08073789954337898,0.09238675799086758,0.09425410958904108,0
MAC001648,0.06366841714709745,0.087654838726081,0.936,1115.4070000000002,0.04858287671232877,0.04353721461187215,0.04787782598766842,0.11467214611872147,0
MAC001649,0.4465800320127868,0.5364786798887062,5.8169999,7823.189000799999,0.13251164901781634,0.35357808235159816,0.6125728312785388,0.6875141551826485,1
MAC001652,0.12477275330852892,0.1420304217490792,1.546,2179.7800003,0.056555301122051746,0.1211524725503663,0.1852905220238095,0.13607968857339134,0
MAC001654,0.009672008547008545,0.018282171805592294,0.365,72.42399999999999,0.009243055555555555,0.00888034188034188,0.01056784188034188,0.00999679487179487,0
MAC001656,0.27581974882420085,0.269724540351143,2.6270001,4832.361999399999,0.12025547945205481,0.3123285388127854,0.25768013703196346,0.41301484,2
MAC001657,0.055397933559767104,0.06874792072053983,1.3380001,970.4610001000001,0.04344315068493151,0.05138213796253998,0.05136872146118721,0.07539589043378996,0
MAC001659,0.1527238997659684,0.1328856455246528,1.186,2675.57,0.06887805435030828,0.15125867577625574,0.18880867582191782,0.2019310502283105,0
MAC001661,0.4686721274559051,0.3527392280706479,2.9430001,8210.6670009,0.281202511369863,0.455558447283105,0.5136511416894978,0.6243119436857729,1
MAC001662,0.07442003424657535,0.06642668327335088,1.176,1303.8390000000002,0.05090022831050229,0.07127488584474886,0.063737899543379,0.11176712328767124,0
MAC001663,0.09181313834726092,0.09498973193624975,1.2,1582.124,0.054469823584029714,0.08254503249767875,0.12414600742804083,0.10609168987929433,0
MAC001664,0.38631183095987637,0.3665725736157559,3.0739999,6749.2539987,0.19777243589743593,0.3752275641941392,0.3871335010762537,0.585114010782967,1
MAC001665,0.625180251055936,0.3439566210929647,3.5320001,10953.157998499999,0.5394515980136986,0.5034276257305935,0.6471082194292237,0.8107335610502283,1
MAC001666,0.2821663336777213,0.2024026698647887,2.211,4943.2719996999995,0.200498401826484,0.17829771687214613,0.3639579811600822,0.3859299087442922,2
MAC001668,0.26923871226668183,0.18527641738969525,1.959,4716.793000199999,0.1917785388127854,0.2639374429908676,0.2693978077414935,0.3518410958447489,2
MAC001669,0.2980722857257143,0.3306229558760529,2.727,5216.2650002,0.14340936073059363,0.26587982627370343,0.38056907586916744,0.4027746513154885,2
MAC001670,0.11266550597066043,0.22318935059153783,3.4000001,1973.7869991,0.04812237442922375,0.11683059363013698,0.15118474519296646,0.13453310497716894,0
MAC001671,0.1427132616487455,0.1070605263474587,0.93,637.072,0.06898476702508961,0.1413709677419355,0.1631209677419355,0.1973763440860215,0
MAC001672,0.16042368721461184,0.17320682442103202,2.326,2810.6229999999996,0.07136415525114155,0.14722420084474888,0.19547625577625571,0.22763013698630138,0
MAC001673,0.17168527397260275,0.10608310103195231,1.436,3007.926,0.14070981735159815,0.14557990867579912,0.18946278543378994,0.21098858442922375,0
MAC001674,0.12352290381539868,0.16105399004362383,1.993,2162.639,0.052221333942439475,0.14636743548755424,0.10277572014174668,0.19271875716244002,0
MAC001675,0.06614229452054796,0.057843175882396014,0.698,1158.813,0.034560502283105025,0.0905027397260274,0.07662191780821918,0.06288401826484018,0
MAC001676,0.4059286407489867,0.45037674655054305,3.9660001,7110.652,0.19414223748858447,0.6089184743320393,0.3712568494063927,0.4494632252855186,1
MAC001677,0.24307141229845625,0.2955733807075451,2.4189999,4251.3190011,0.1380892857371795,0.20215338836996335,0.15974491430857146,0.4718554465631423,2
MAC001678,0.12013403357118393,0.13927710872807175,1.895,2104.5080001,0.10680502285388128,0.1007159817351598,0.1084771584970306,0.16453264842465756,0
MAC001679,0.21487534241438352,0.2962106279353665,1.961,3764.6159990999995,0.08484589038812786,0.20190981714611872,0.1910776255022831,0.38166803662100457,2
MAC001681,0.02828104128560827,0.04767611664202987,1.37,495.39900020000005,0.03236058463119434,0.03255218086321078,0.02077077625570776,0.027442338456268558,0
MAC001683,0.25846937609452597,0.17216506138609192,1.914,4528.1249998,0.15126621004566213,0.2853881278310503,0.23999406254852704,0.3572248858447489,2
MAC001684,0.10310941780821917,0.07859769204149467,1.059,1806.4769999999999,0.05957739726027396,0.11570159817351597,0.10118219178082191,0.13597648401826484,0
MAC001685,0.17372216511933308,0.12767901913148025,2.1860001,3042.5699999,0.08860118775696665,0.2196439013704888,0.2195399542694064,0.16708268615806304,0
MAC001687,0.1420591962724055,0.2172273043967471,2.0209999,2488.5930003,0.03849680365296803,0.17929726034246576,0.12174012331582554,0.22871774377711807,0
MAC001689,0.40753565710851647,0.28548970565160087,2.681,7120.463001,0.17137751831501832,0.4279931319826007,0.49812568683608066,0.5326462913003663,1
MAC001690,0.2306441209703196,0.18120393750850136,2.4719999,4040.8849993999997,0.14141164381278537,0.1995833332191781,0.21446552509132422,0.36711598175799093,2
MAC001691,0.27770557326975787,0.2797731570130224,2.224,4863.1799991,0.10253493150684932,0.2260632709456373,0.25495159826484015,0.5275912205075445,2
MAC001692,0.373754894771391,0.3956302382297919,4.092,6547.8120014999995,0.17543470315068493,0.3612602739954338,0.4122605617492578,0.5460728314383562,1
MAC001695,0.13907557940404155,0.10838365050868592,1.699,2436.326,0.12628643213796253,0.1372561644063927,0.12980091324200912,0.1629529680365297,0
MAC001696,0.4034101261202124,0.2780132143475291,2.109,7067.3419995,0.2129545661872146,0.3544406391324201,0.45650022824200914,0.5897876228591002,1
MAC001697,0.14918060393858099,0.1375208388717512,2.046,2613.4950004,0.0723187214611872,0.16252602744292236,0.21638379,0.1454930349394839,0
MAC001698,0.9374422947545664,0.6195585728937765,5.0050001,16423.989004100004,0.8705093609817353,1.0121753426027398,0.8269837901598174,1.0401006852739727,3
MAC001699,0.2811201601315413,0.24202133792397407,2.1860001,4915.3859999,0.20848296364052138,0.26020625856555507,0.27475366307234433,0.3812146128263857,2
MAC001701,0.3354821053085222,0.47706796007732954,5.9809999,5877.3110029,0.27764041091324204,0.3732527978077187,0.2678751143150685,0.4231687216438356,1
MAC001702,0.1343623957976476,0.09426837614986713,1.369,2353.2230000000004,0.09843082191780822,0.12638533579259936,0.15509003654021938,0.15755867579908675,0
MAC001703,0.30980262556506855,0.16437575680701658,1.37,5427.741999900001,0.24599429223744296,0.18857968038812786,0.3475447488584475,0.4570917807762557,2
MAC001705,0.6043959581663526,0.5587425896032352,4.0599999,10587.203999199999,0.4740849314155251,0.5302792236986301,0.6449739667275634,0.7683298308588395,1
MAC001708,0.19735502655135012,0.17929386901256988,1.427,3457.0680001,0.0833716894977169,0.2455137049566012,0.17048812783105022,0.2900897464946335,2
MAC001709,0.17800215328522376,0.24082512885466612,1.8200001,3058.6109999,0.14709473931564246,0.13023254189944136,0.1305090782122905,0.30420162975552967,0
MAC001710,0.3840727738527397,0.3016836851152785,3.2079999,6728.954997899999,0.33133675810502283,0.3644166664383562,0.3613449770319635,0.47919269383561647,1
MAC001711,0.0615600022836264,0.056410124929423454,0.966,1078.285,0.04033082191780822,0.056539287345820005,0.06544129739607127,0.08392808219178083,0
MAC001713,0.40944268741294665,0.38856558710074895,3.3740001,7172.616998099999,0.19186552511415528,0.3824224708609271,0.5079826442566796,0.5555164381278539,1
MAC001714,0.07931752282534248,0.09055277863588826,1.663,1389.6429999000002,0.03561689497716895,0.09506278538812786,0.1223276255479452,0.06426278538812785,0
MAC001716,0.16827627151663907,0.20402147622706832,3.029,2948.0320007,0.07543196347031964,0.18607124923498516,0.1663659817579909,0.24523995438356164,2
MAC001717,0.20506333844169247,0.23534977804290216,2.2809999,3179.3019992,0.11769324035087719,0.13290067074303405,0.2163924149122807,0.35326702776057795,2
MAC001719,0.21514515668702555,0.16674480329353367,1.133,3769.1280000000006,0.11097077625570777,0.16807716894977168,0.21408677780315144,0.36744566210045665,2
MAC001720,0.23925960388720818,0.2539972871253773,2.9849999,4191.5890005,0.12813219180365298,0.1818780821004566,0.29565068513698634,0.35140306003653804,2
MAC001721,0.252778399337824,0.2239674095408924,2.079,4428.1719996,0.1307337899543379,0.20340602870518384,0.32546347034246575,0.35152158022379537,2
MAC001722,0.0672385410069068,0.07491951686634722,1.652,1177.9519999000001,0.059786073059360734,0.06530806117835121,0.05544703196347032,0.08841255707762558,0
MAC001723,0.19373735161922323,0.1309806587691717,1.472,3362.118,0.15668232044198893,0.14595094426531555,0.18787329482080925,0.2844160718167166,0
MAC001724,0.32664364406073404,0.2553889136985086,2.483,5722.4700003,0.18367214611872143,0.31126193197076957,0.36750547938356165,0.4441315069634703,2
MAC001725,0.37922683942005825,0.17973686014610837,2.1760001,6643.6749998000005,0.41989109589041096,0.3589648401826484,0.3193970319406393,0.41866339344599224,2
MAC001726,0.5855156100664769,0.3782625373499379,3.23,9864.766998400002,0.3659157168091168,0.5569971510921178,0.7133516138888889,0.7057979584757835,1
MAC001727,0.23871762961863438,0.22025358922871227,2.3570001,4181.3780004,0.10809383561643834,0.27562648401826484,0.28239570477496007,0.2887958439369719,2
MAC001728,0.18888361206689883,0.1557833245481781,2.5320001,3309.0519998000004,0.11488239324046585,0.19225981739726028,0.19663196344748857,0.25174337892694065,2
MAC001729,0.14144685465235757,0.16701059506161284,2.1259999,2477.8659998,0.09169817351598174,0.10169627766613382,0.1413863014155251,0.23101804058004108,0
MAC001730,0.19429652891641927,0.23763679471385832,3.033,3403.2980005,0.04882762557077626,0.23542534239726026,0.3081626685857894,0.1848463120347111,2
MAC001731,0.17765031408909196,0.2895875834346089,1.64,3110.6569997,0.1833127853196347,0.11923055809698077,0.14024577428049337,0.26768835621004566,2
MAC001732,0.07740065072207318,0.04885544242587968,0.495,1355.982,0.050629680365296796,0.06596552511415525,0.07483489381137245,0.11817191780821917,0
MAC001733,0.1780218063129579,0.1525437212364051,1.609,3110.3969999,0.06281845238095238,0.1584375,0.20153937726648352,0.2892918956043956,0
MAC001734,0.6013053033795742,0.48837130616663127,4.776,10533.0649993,0.2751922814112811,0.5757382964375428,0.7834422376027398,0.7708068047956155,1
MAC001735,1.127572538468129,0.7537759921579552,4.9400001,19741.540003500002,0.7172105022146119,0.8445752798035185,1.1914518420727522,1.7569899548858448,3
MAC001737,0.027148998116115777,0.026870466807719977,0.831,475.5690000000001,0.025218821379625396,0.02744657534246575,0.028554794520547943,0.02737497145467001,0
MAC001738,0.09398013584679489,0.08722147251570989,2.391,1646.4379998999998,0.06247648401826484,0.08963196347031963,0.12074126510618864,0.10307694063926941,0
MAC001739,1.2368118150627854,0.6687467937012473,5.046,21668.9429999,0.9981762566210046,1.2008002284931507,1.2808136977853881,1.467457077351598,3
MAC001740,0.10203124820337046,0.08072347661963908,1.2539999,1786.0569998,0.05958514285714286,0.08127170927787934,0.11999885688157293,0.14722648401826482,0
MAC001742,0.17654686073059364,0.16177865143894754,1.515,3093.1010000000006,0.09841986301369864,0.1517776255936073,0.15272534244292238,0.3032646118721461,0
MAC001744,0.26454957471316853,0.4041529079262029,3.131,4634.643999399999,0.07239360726027398,0.24078470308219177,0.2147398949988582,0.5302687214383561,2
MAC001745,0.3192700912956621,0.2620382099746602,2.21,5593.6119995,0.17909931506849314,0.27219840180365296,0.3389433789041096,0.48683926940639266,2
MAC001746,0.36655439481164387,0.4551070551831847,4.848,6422.032997100001,0.13094497714611872,0.25275136968036527,0.4716835614155252,0.6108376710045661,1
MAC001747,0.2643948270012561,0.22750558490693548,3.069,4630.6110001,0.11739269406392695,0.3169616350993377,0.29838011421714283,0.3248956621689498,2
MAC001748,0.14245374771480804,0.1074454283817316,1.444,389.611,0.11809649122807019,0.09904824561403508,0.1364172767203514,0.21624415204678363,0
MAC001749,0.32551407961309525,0.25352686001652347,2.04,5687.381999,0.17659615384615387,0.2813214285485348,0.3695801279761905,0.47455860808150185,2
MAC001751,0.1666308219178082,0.13175331675840474,1.358,2919.372,0.08362214611872146,0.13233310502283102,0.18659474885844748,0.26397328767123285,0
MAC001752,0.24410337379757183,0.14567028478886562,1.09,4181.9789999,0.18702614376750698,0.1783117702008407,0.22981574030826715,0.3812224556489262,2
MAC001753,0.2490908726354244,0.31305175006636304,2.984,4363.8229977,0.0917648401826484,0.2676745832381822,0.25474200892694066,0.38218630105022827,2
MAC001754,0.12195778111860146,0.20493957999147236,2.72,2134.7490007,0.06335456625570776,0.10873298314298767,0.10395741769688643,0.21177181356783917,0
MAC001757,0.14620337918830986,0.08388614951587585,1.038,2561.3370000000004,0.12075525114155251,0.13014954337899545,0.14495820963690342,0.1889502283105023,0
MAC001758,0.45142351590182656,0.4965425577053834,4.4169998,7908.939998600001,0.28674703200913243,0.48330251164383564,0.38634063920091327,0.6493038807534247,1
MAC001759,0.09429002056976478,0.10459295578821605,1.331,1651.5840002999998,0.07301894977168949,0.09539227781585559,0.10455651977620459,0.10419543383561644,0
MAC001760,0.26972151462676336,0.28462661021097535,3.4059999,4722.5539996,0.14194039741950218,0.3070397259817352,0.24014269397260274,0.39000869562929064,2
MAC001761,0.16313394997716113,0.2116855092541911,2.51,2857.1279999,0.08017648401826484,0.15249109179990863,0.15117199636820466,0.26873412514846967,2
MAC001762,0.1823129034703138,0.2103311869082505,2.2119999,2852.6500005999997,0.04518507157464213,0.18715362985685072,0.26020276149322424,0.23673006145194272,2
MAC001763,0.06749744344241339,0.06406829591122114,1.277,1056.0650001,0.05720245398773007,0.06286499616466378,0.060460240347737164,0.08945910023006134,0
MAC001764,0.31081374511673043,0.25094855609627786,1.6900001,5445.1460007000005,0.1840952055479452,0.2750844748173516,0.30454464494176753,0.4795292238584475,2
MAC001765,0.3216766956554008,0.255168801660184,2.9319999,5634.489001100001,0.27514497712328767,0.2691646494633478,0.32902741606122915,0.4133627856621005,2
MAC001766,0.7624562561643835,0.4007607547340206,4.3039999,13246.9149946,0.5579590240331491,0.7636186962698596,0.8198890166935299,0.908371776427256,3
MAC001768,0.3479688178640778,0.36070411898595706,2.852,6092.934000800002,0.10255228308219178,0.40922996101849735,0.43117797601096647,0.44912460004572474,1
MAC001769,0.2548865102528972,0.22315772420692384,1.6390001,4464.8470001000005,0.2394495203289173,0.21704042014158487,0.21402648410958905,0.3490139269178082,2
MAC001771,0.33037507851475545,0.3508815972470604,5.5500002,5787.8410005000005,0.18997374433789957,0.37350753433789957,0.35471940639269406,0.4033162822333866,1
MAC001774,0.11750502492033665,0.1526195692471089,1.829,1438.1440000000002,0.06004346405228758,0.12682641382804838,0.15800980395424838,0.12514346405228757,0
MAC001775,0.2767070406124785,0.30260354295841485,2.576,4834.0719995,0.12326156665139715,0.2613621793956044,0.324515567742674,0.39761858974358977,2
MAC001776,0.10507347385179246,0.1263081455943821,2.447,1834.7930004,0.07103846153846152,0.12792803121705248,0.09912789369699748,0.12221886446886446,0
MAC001779,0.1321016552454338,0.09212842415678102,1.4299999,2314.4209999,0.0762554794520548,0.12823242006849317,0.14911369863013696,0.1748050228310502,0
MAC001780,0.5125209793800308,0.4846960341635221,2.677,8977.8299958,0.3794073057762557,0.4831025344142499,0.48675970737779817,0.7007958902739726,1
MAC001781,0.24563641034994577,0.2023823030339294,1.687,4302.8130001,0.14262220189584285,0.22394176752683262,0.24362876716894977,0.3723009132420091,2
MAC001782,0.19695928046830383,0.2253064469427147,2.704,3448.757001,0.10712514272664991,0.19804886971911395,0.25245821924657535,0.23024542548032936,2
MAC001783,0.3756582218539126,0.2823608259098616,2.2490001,6346.37,0.20877035987215908,0.32259185615530306,0.4019914774621212,0.5693709139507342,2
MAC001784,0.20044550491512828,0.22297649629168273,1.631,3507.1949994999995,0.19631635449977158,0.13482363715071005,0.19661308021952892,0.2738111871917808,2
MAC001785,0.1578239625378161,0.1729256085718157,8.2849998,2764.9179997000006,0.07547283100456621,0.15980315138159396,0.210722602739726,0.18529771689497718,2
MAC001786,0.2147306199680329,0.2125080754098882,2.2390001,3761.6510006000003,0.09766712328767121,0.24234086760273973,0.29087802658748285,0.22807123289954337,2
MAC001787,0.07057676704759729,0.06615586112816645,1.248,1235.1640001,0.0638705183831925,0.07104981718464351,0.06953617218406594,0.07784993147555962,0
MAC001788,0.09927998442367603,0.13770124037063075,1.464,1529.7060000000001,0.04524428868120457,0.09133333335929388,0.09466796464174455,0.16587435101246104,0
MAC001789,0.24356866436643834,0.1913525280431305,1.743,4267.3229997,0.1296623287671233,0.31139360716894976,0.2607118721917808,0.27250684933789954,2
