DateTime,usage,hour,dayofweek,anomaly_score,is_anomaly
2013-04-13 17:30:00,1.299,17,5,1,False
2013-04-13 18:00:00,2.78,18,5,1,False
2013-04-13 18:30:00,2.454,18,5,1,False
2013-04-13 19:00:00,4.2459998,19,5,-1,True
2013-04-13 19:30:00,1.556,19,5,1,False
2013-04-13 20:00:00,1.11,20,5,1,False
2013-04-13 20:30:00,1.6,20,5,1,False
2013-04-13 21:00:00,1.274,21,5,1,False
2013-04-13 21:30:00,1.298,21,5,1,False
2013-04-13 22:00:00,1.899,22,5,1,False
2013-04-13 22:30:00,1.054,22,5,1,False
2013-04-13 23:00:00,1.609,23,5,1,False
2013-04-13 23:30:00,1.206,23,5,1,False
2013-04-14 00:00:00,0.948,0,6,1,False
2013-04-14 00:30:00,0.489,0,6,1,False
2013-04-14 01:00:00,0.323,1,6,1,False
2013-04-14 01:30:00,0.258,1,6,1,False
2013-04-14 02:00:00,0.278,2,6,1,False
2013-04-14 02:30:00,0.244,2,6,1,False
2013-04-14 03:00:00,0.245,3,6,1,False
2013-04-14 03:30:00,0.215,3,6,1,False
2013-04-14 04:00:00,0.258,4,6,1,False
2013-04-14 04:30:00,0.545,4,6,1,False
2013-04-14 05:00:00,0.189,5,6,1,False
2013-04-14 05:30:00,0.148,5,6,1,False
2013-04-14 06:00:00,0.167,6,6,1,False
2013-04-14 06:30:00,0.217,6,6,1,False
2013-04-14 07:00:00,0.156,7,6,1,False
2013-04-14 07:30:00,0.144,7,6,1,False
2013-04-14 08:00:00,0.168,8,6,1,False
2013-04-14 08:30:00,0.189,8,6,1,False
2013-04-14 09:00:00,0.187,9,6,1,False
2013-04-14 09:30:00,0.209,9,6,1,False
2013-04-14 10:00:00,0.18,10,6,1,False
2013-04-14 10:30:00,0.396,10,6,1,False
2013-04-14 11:00:00,0.335,11,6,1,False
2013-04-14 11:30:00,0.199,11,6,1,False
2013-04-14 12:00:00,0.211,12,6,1,False
2013-04-14 12:30:00,0.405,12,6,1,False
2013-04-14 13:00:00,4.0209999,13,6,-1,True
2013-04-14 13:30:00,3.48,13,6,-1,True
2013-04-14 14:00:00,0.7,14,6,1,False
2013-04-14 14:30:00,1.09,14,6,1,False
2013-04-14 15:00:00,0.468,15,6,1,False
2013-04-14 15:30:00,0.662,15,6,1,False
2013-04-14 16:00:00,1.1339999,16,6,1,False
2013-04-14 16:30:00,2.9860001,16,6,-1,True
2013-04-14 17:00:00,1.846,17,6,1,False
2013-04-14 17:30:00,1.954,17,6,1,False
2013-04-14 18:00:00,1.973,18,6,1,False
2013-04-14 18:30:00,1.279,18,6,1,False
2013-04-14 19:00:00,0.679,19,6,1,False
2013-04-14 19:30:00,1.143,19,6,1,False
2013-04-14 20:00:00,0.809,20,6,1,False
2013-04-14 20:30:00,0.824,20,6,1,False
2013-04-14 21:00:00,0.78,21,6,1,False
2013-04-14 21:30:00,1.643,21,6,1,False
2013-04-14 22:00:00,0.56,22,6,1,False
2013-04-14 22:30:00,0.786,22,6,1,False
2013-04-14 23:00:00,1.594,23,6,1,False
2013-04-14 23:30:00,0.431,23,6,1,False
2013-04-15 00:00:00,0.352,0,0,1,False
2013-04-15 00:30:00,0.313,0,0,1,False
2013-04-15 01:00:00,0.246,1,0,1,False
2013-04-15 01:30:00,0.239,1,0,1,False
2013-04-15 02:00:00,0.22,2,0,1,False
2013-04-15 02:30:00,0.212,2,0,1,False
2013-04-15 03:00:00,0.16,3,0,1,False
2013-04-15 03:30:00,0.151,3,0,1,False
2013-04-15 04:00:00,0.172,4,0,1,False
2013-04-15 04:30:00,0.248,4,0,1,False
2013-04-15 05:00:00,0.292,5,0,1,False
2013-04-15 05:30:00,0.173,5,0,1,False
2013-04-15 06:00:00,0.324,6,0,1,False
2013-04-15 06:30:00,1.5,6,0,1,False
2013-04-15 07:00:00,0.268,7,0,1,False
2013-04-15 07:30:00,0.179,7,0,1,False
2013-04-15 08:00:00,0.193,8,0,1,False
2013-04-15 08:30:00,0.3,8,0,1,False
2013-04-15 09:00:00,0.247,9,0,1,False
2013-04-15 09:30:00,0.199,9,0,1,False
2013-04-15 10:00:00,0.148,10,0,1,False
2013-04-15 10:30:00,0.137,10,0,1,False
2013-04-15 11:00:00,0.202,11,0,1,False
2013-04-15 11:30:00,0.554,11,0,1,False
2013-04-15 12:00:00,0.326,12,0,1,False
2013-04-15 12:30:00,1.501,12,0,1,False
2013-04-15 13:00:00,1.8279999,13,0,1,False
2013-04-15 13:30:00,0.701,13,0,1,False
2013-04-15 14:00:00,2.5669999,14,0,1,False
2013-04-15 14:30:00,0.538,14,0,1,False
2013-04-15 15:00:00,0.527,15,0,1,False
2013-04-15 15:30:00,2.6370001,15,0,1,False
2013-04-15 16:00:00,2.1670001,16,0,1,False
2013-04-15 16:30:00,0.906,16,0,1,False
2013-04-15 17:00:00,0.403,17,0,1,False
2013-04-15 17:30:00,0.48,17,0,1,False
2013-04-15 18:00:00,0.509,18,0,1,False
2013-04-15 18:30:00,1.977,18,0,1,False
2013-04-15 19:00:00,1.386,19,0,1,False
2013-04-15 19:30:00,2.089,19,0,1,False
2013-04-15 20:00:00,0.443,20,0,1,False
2013-04-15 20:30:00,0.556,20,0,1,False
2013-04-15 21:00:00,0.961,21,0,1,False
2013-04-15 21:30:00,1.143,21,0,1,False
2013-04-15 22:00:00,1.348,22,0,1,False
2013-04-15 22:30:00,0.952,22,0,1,False
2013-04-15 23:00:00,0.929,23,0,1,False
2013-04-15 23:30:00,0.477,23,0,1,False
2013-04-16 00:00:00,0.332,0,1,1,False
2013-04-16 00:30:00,0.381,0,1,1,False
2013-04-16 01:00:00,0.328,1,1,1,False
2013-04-16 01:30:00,0.251,1,1,1,False
2013-04-16 02:00:00,0.222,2,1,1,False
2013-04-16 02:30:00,0.24,2,1,1,False
2013-04-16 03:00:00,1.099,3,1,1,False
2013-04-16 03:30:00,0.162,3,1,1,False
2013-04-16 04:00:00,0.159,4,1,1,False
2013-04-16 04:30:00,0.288,4,1,1,False
2013-04-16 05:00:00,0.233,5,1,1,False
2013-04-16 05:30:00,0.222,5,1,1,False
2013-04-16 06:00:00,0.202,6,1,1,False
2013-04-16 06:30:00,1.827,6,1,1,False
2013-04-16 07:00:00,1.1720001,7,1,1,False
2013-04-16 07:30:00,0.303,7,1,1,False
2013-04-16 08:00:00,0.325,8,1,1,False
2013-04-16 08:30:00,0.29,8,1,1,False
2013-04-16 09:00:00,0.187,9,1,1,False
2013-04-16 09:30:00,0.138,9,1,1,False
2013-04-16 10:00:00,0.138,10,1,1,False
2013-04-16 10:30:00,0.198,10,1,1,False
2013-04-16 11:00:00,0.17,11,1,1,False
2013-04-16 11:30:00,0.736,11,1,1,False
2013-04-16 12:00:00,0.194,12,1,1,False
2013-04-16 12:30:00,0.245,12,1,1,False
2013-04-16 13:00:00,0.181,13,1,1,False
2013-04-16 13:30:00,0.148,13,1,1,False
2013-04-16 14:00:00,0.158,14,1,1,False
2013-04-16 14:30:00,0.452,14,1,1,False
2013-04-16 15:00:00,0.456,15,1,1,False
2013-04-16 15:30:00,1.28,15,1,1,False
2013-04-16 16:00:00,0.496,16,1,1,False
2013-04-16 16:30:00,2.3699999,16,1,1,False
2013-04-16 17:00:00,1.7410001,17,1,1,False
2013-04-16 17:30:00,1.375,17,1,1,False
2013-04-16 18:00:00,0.372,18,1,1,False
2013-04-16 18:30:00,0.718,18,1,1,False
2013-04-16 19:00:00,0.49,19,1,1,False
2013-04-16 19:30:00,0.628,19,1,1,False
2013-04-16 20:00:00,0.967,20,1,1,False
2013-04-16 20:30:00,2.1619999,20,1,1,False
2013-04-16 21:00:00,0.894,21,1,1,False
2013-04-16 21:30:00,0.696,21,1,1,False
2013-04-16 22:00:00,0.976,22,1,1,False
2013-04-16 22:30:00,0.599,22,1,1,False
2013-04-16 23:00:00,0.316,23,1,1,False
2013-04-16 23:30:00,0.897,23,1,1,False
2013-04-17 00:00:00,0.315,0,2,1,False
2013-04-17 00:30:00,0.179,0,2,1,False
2013-04-17 01:00:00,0.163,1,2,1,False
2013-04-17 01:30:00,0.235,1,2,1,False
2013-04-17 02:00:00,0.208,2,2,1,False
2013-04-17 02:30:00,0.155,2,2,1,False
2013-04-17 03:00:00,0.151,3,2,1,False
2013-04-17 03:30:00,0.208,3,2,1,False
2013-04-17 04:00:00,0.182,4,2,1,False
2013-04-17 04:30:00,0.147,4,2,1,False
2013-04-17 05:00:00,0.162,5,2,1,False
2013-04-17 05:30:00,0.238,5,2,1,False
2013-04-17 06:00:00,0.264,6,2,1,False
2013-04-17 06:30:00,0.297,6,2,1,False
2013-04-17 07:00:00,1.688,7,2,1,False
2013-04-17 07:30:00,0.403,7,2,1,False
2013-04-17 08:00:00,0.766,8,2,1,False
2013-04-17 08:30:00,0.736,8,2,1,False
2013-04-17 09:00:00,2.1099999,9,2,1,False
2013-04-17 09:30:00,0.899,9,2,1,False
2013-04-17 10:00:00,0.867,10,2,1,False
2013-04-17 10:30:00,0.292,10,2,1,False
2013-04-17 11:00:00,0.683,11,2,1,False
2013-04-17 11:30:00,0.291,11,2,1,False
2013-04-17 12:00:00,0.329,12,2,1,False
2013-04-17 12:30:00,0.523,12,2,1,False
2013-04-17 13:00:00,0.362,13,2,1,False
2013-04-17 13:30:00,0.882,13,2,1,False
2013-04-17 14:00:00,0.765,14,2,1,False
2013-04-17 14:30:00,0.954,14,2,1,False
2013-04-17 15:00:00,0.298,15,2,1,False
2013-04-17 15:30:00,1.043,15,2,1,False
2013-04-17 16:00:00,2.7,16,2,1,False
2013-04-17 16:30:00,1.462,16,2,1,False
2013-04-17 17:00:00,0.318,17,2,1,False
2013-04-17 17:30:00,1.802,17,2,1,False
2013-04-17 18:00:00,0.498,18,2,1,False
2013-04-17 18:30:00,0.99,18,2,1,False
2013-04-17 19:00:00,1.687,19,2,1,False
2013-04-17 19:30:00,0.512,19,2,1,False
2013-04-17 20:00:00,0.808,20,2,1,False
2013-04-17 20:30:00,1.207,20,2,1,False
2013-04-17 21:00:00,0.655,21,2,1,False
2013-04-17 21:30:00,1.1569999,21,2,1,False
2013-04-17 22:00:00,1.48,22,2,1,False
2013-04-17 22:30:00,0.947,22,2,1,False
2013-04-17 23:00:00,0.298,23,2,1,False
2013-04-17 23:30:00,0.273,23,2,1,False
2013-04-18 00:00:00,0.306,0,3,1,False
2013-04-18 00:30:00,0.237,0,3,1,False
2013-04-18 01:00:00,0.156,1,3,1,False
2013-04-18 01:30:00,0.154,1,3,1,False
2013-04-18 02:00:00,0.24,2,3,1,False
2013-04-18 02:30:00,0.189,2,3,1,False
2013-04-18 03:00:00,0.153,3,3,1,False
2013-04-18 03:30:00,0.149,3,3,1,False
2013-04-18 04:00:00,0.195,4,3,1,False
2013-04-18 04:30:00,0.454,4,3,1,False
2013-04-18 05:00:00,0.153,5,3,1,False
2013-04-18 05:30:00,0.158,5,3,1,False
2013-04-18 06:00:00,0.262,6,3,1,False
2013-04-18 06:30:00,0.697,6,3,1,False
2013-04-18 07:00:00,1.98,7,3,1,False
2013-04-18 07:30:00,0.243,7,3,1,False
2013-04-18 08:00:00,0.176,8,3,1,False
2013-04-18 08:30:00,0.136,8,3,1,False
2013-04-18 09:00:00,0.147,9,3,1,False
2013-04-18 09:30:00,0.217,9,3,1,False
2013-04-18 10:00:00,0.186,10,3,1,False
2013-04-18 10:30:00,0.179,10,3,1,False
2013-04-18 11:00:00,0.224,11,3,1,False
2013-04-18 11:30:00,0.497,11,3,1,False
2013-04-18 12:00:00,0.223,12,3,1,False
2013-04-18 12:30:00,0.242,12,3,1,False
2013-04-18 13:00:00,0.623,13,3,1,False
2013-04-18 13:30:00,0.25,13,3,1,False
2013-04-18 14:00:00,0.565,14,3,1,False
2013-04-18 14:30:00,0.352,14,3,1,False
2013-04-18 15:00:00,0.966,15,3,1,False
2013-04-18 15:30:00,0.458,15,3,1,False
2013-04-18 16:00:00,0.76,16,3,1,False
2013-04-18 16:30:00,3.404,16,3,-1,True
2013-04-18 17:00:00,1.735,17,3,1,False
2013-04-18 17:30:00,0.582,17,3,1,False
2013-04-18 18:00:00,0.559,18,3,1,False
2013-04-18 18:30:00,1.243,18,3,1,False
2013-04-18 19:00:00,2.145,19,3,1,False
2013-04-18 19:30:00,2.2679999,19,3,1,False
2013-04-18 20:00:00,0.813,20,3,1,False
2013-04-18 20:30:00,1.041,20,3,1,False
2013-04-18 21:00:00,0.781,21,3,1,False
2013-04-18 21:30:00,1.281,21,3,1,False
2013-04-18 22:00:00,0.748,22,3,1,False
2013-04-18 22:30:00,0.883,22,3,1,False
2013-04-18 23:00:00,0.488,23,3,1,False
2013-04-18 23:30:00,0.438,23,3,1,False
2013-04-19 00:00:00,0.286,0,4,1,False
2013-04-19 00:30:00,0.219,0,4,1,False
2013-04-19 01:00:00,0.188,1,4,1,False
2013-04-19 01:30:00,0.239,1,4,1,False
2013-04-19 02:00:00,0.191,2,4,1,False
2013-04-19 02:30:00,0.161,2,4,1,False
2013-04-19 03:00:00,0.202,3,4,1,False
2013-04-19 03:30:00,0.194,3,4,1,False
2013-04-19 04:00:00,0.161,4,4,1,False
2013-04-19 04:30:00,0.155,4,4,1,False
2013-04-19 05:00:00,0.552,5,4,1,False
2013-04-19 05:30:00,0.313,5,4,1,False
2013-04-19 06:00:00,0.185,6,4,1,False
2013-04-19 06:30:00,1.575,6,4,1,False
2013-04-19 07:00:00,2.8340001,7,4,-1,True
2013-04-19 07:30:00,0.406,7,4,1,False
2013-04-19 08:00:00,0.141,8,4,1,False
2013-04-19 08:30:00,0.159,8,4,1,False
2013-04-19 09:00:00,0.243,9,4,1,False
2013-04-19 09:30:00,0.241,9,4,1,False
2013-04-19 10:00:00,0.338,10,4,1,False
2013-04-19 10:30:00,0.146,10,4,1,False
2013-04-19 11:00:00,0.196,11,4,1,False
2013-04-19 11:30:00,0.236,11,4,1,False
2013-04-19 12:00:00,0.463,12,4,1,False
2013-04-19 12:30:00,1.182,12,4,1,False
2013-04-19 13:00:00,0.473,13,4,1,False
2013-04-19 13:30:00,0.296,13,4,1,False
2013-04-19 14:00:00,0.223,14,4,1,False
2013-04-19 14:30:00,0.229,14,4,1,False
2013-04-19 15:00:00,1.103,15,4,1,False
2013-04-19 15:30:00,3.369,15,4,-1,True
2013-04-19 16:00:00,0.867,16,4,1,False
2013-04-19 16:30:00,1.6619999,16,4,1,False
2013-04-19 17:00:00,2.0409999,17,4,1,False
2013-04-19 17:30:00,2.4660001,17,4,1,False
2013-04-19 18:00:00,0.577,18,4,1,False
2013-04-19 18:30:00,2.6459999,18,4,1,False
2013-04-19 19:00:00,0.768,19,4,1,False
2013-04-19 19:30:00,1.577,19,4,1,False
2013-04-19 20:00:00,0.644,20,4,1,False
2013-04-19 20:30:00,0.505,20,4,1,False
2013-04-19 21:00:00,0.456,21,4,1,False
2013-04-19 21:30:00,0.644,21,4,1,False
2013-04-19 22:00:00,0.523,22,4,1,False
2013-04-19 22:30:00,0.588,22,4,1,False
2013-04-19 23:00:00,0.6,23,4,1,False
2013-04-19 23:30:00,0.582,23,4,1,False
2013-04-20 00:00:00,0.403,0,5,1,False
2013-04-20 00:30:00,0.302,0,5,1,False
2013-04-20 01:00:00,0.293,1,5,1,False
2013-04-20 01:30:00,0.235,1,5,1,False
2013-04-20 02:00:00,0.174,2,5,1,False
2013-04-20 02:30:00,0.194,2,5,1,False
2013-04-20 03:00:00,0.267,3,5,1,False
2013-04-20 03:30:00,0.189,3,5,1,False
2013-04-20 04:00:00,0.166,4,5,1,False
2013-04-20 04:30:00,0.183,4,5,1,False
2013-04-20 05:00:00,0.221,5,5,1,False
2013-04-20 05:30:00,0.335,5,5,1,False
2013-04-20 06:00:00,0.197,6,5,1,False
2013-04-20 06:30:00,0.285,6,5,1,False
2013-04-20 07:00:00,0.3,7,5,1,False
2013-04-20 07:30:00,1.405,7,5,1,False
2013-04-20 08:00:00,0.27,8,5,1,False
2013-04-20 08:30:00,1.016,8,5,1,False
2013-04-20 09:00:00,0.277,9,5,1,False
2013-04-20 09:30:00,0.216,9,5,1,False
2013-04-20 10:00:00,0.604,10,5,1,False
2013-04-20 10:30:00,0.364,10,5,1,False
2013-04-20 11:00:00,1.5700001,11,5,1,False
2013-04-20 11:30:00,0.728,11,5,1,False
2013-04-20 12:00:00,2.388,12,5,1,False
2013-04-20 12:30:00,0.609,12,5,1,False
2013-04-20 13:00:00,0.66,13,5,1,False
2013-04-20 13:30:00,1.909,13,5,1,False
2013-04-20 14:00:00,1.694,14,5,1,False
2013-04-20 14:30:00,1.476,14,5,1,False
2013-04-20 15:00:00,2.151,15,5,1,False
2013-04-20 15:30:00,1.156,15,5,1,False
2013-04-20 16:00:00,0.35,16,5,1,False
2013-04-20 16:30:00,0.47,16,5,1,False
2013-04-20 17:00:00,0.226,17,5,1,False
2013-04-20 17:30:00,0.262,17,5,1,False
2013-04-20 18:00:00,0.406,18,5,1,False
2013-04-20 18:30:00,1.773,18,5,1,False
2013-04-20 19:00:00,3.316,19,5,-1,True
2013-04-20 19:30:00,0.569,19,5,1,False
2013-04-20 20:00:00,0.458,20,5,1,False
2013-04-20 20:30:00,0.485,20,5,1,False
2013-04-20 21:00:00,0.579,21,5,1,False
2013-04-20 21:30:00,1.603,21,5,1,False
2013-04-20 22:00:00,0.673,22,5,1,False
2013-04-20 22:30:00,0.731,22,5,1,False
2013-04-20 23:00:00,1.689,23,5,1,False
2013-04-20 23:30:00,0.88,23,5,1,False
2013-04-21 00:00:00,0.749,0,6,1,False
2013-04-21 00:30:00,1.2819999,0,6,1,False
2013-04-21 01:00:00,0.584,1,6,1,False
2013-04-21 01:30:00,0.503,1,6,1,False
2013-04-21 02:00:00,0.322,2,6,1,False
2013-04-21 02:30:00,0.149,2,6,1,False
2013-04-21 03:00:00,0.146,3,6,1,False
2013-04-21 03:30:00,0.185,3,6,1,False
2013-04-21 04:00:00,0.19,4,6,1,False
2013-04-21 04:30:00,0.17,4,6,1,False
2013-04-21 05:00:00,0.151,5,6,1,False
2013-04-21 05:30:00,0.19,5,6,1,False
2013-04-21 06:00:00,0.148,6,6,1,False
2013-04-21 06:30:00,0.203,6,6,1,False
2013-04-21 07:00:00,0.272,7,6,1,False
2013-04-21 07:30:00,0.425,7,6,1,False
2013-04-21 08:00:00,0.168,8,6,1,False
2013-04-21 08:30:00,0.166,8,6,1,False
2013-04-21 09:00:00,0.324,9,6,1,False
2013-04-21 09:30:00,0.197,9,6,1,False
2013-04-21 10:00:00,1.726,10,6,1,False
2013-04-21 10:30:00,4.1680002,10,6,-1,True
2013-04-21 11:00:00,1.6950001,11,6,1,False
2013-04-21 11:30:00,1.5470001,11,6,1,False
2013-04-21 12:00:00,0.997,12,6,1,False
2013-04-21 12:30:00,0.686,12,6,1,False
2013-04-21 13:00:00,1.456,13,6,1,False
2013-04-21 13:30:00,1.5650001,13,6,1,False
2013-04-21 14:00:00,1.5190001,14,6,1,False
2013-04-21 14:30:00,0.434,14,6,1,False
2013-04-21 15:00:00,1.022,15,6,1,False
2013-04-21 15:30:00,1.392,15,6,1,False
2013-04-21 16:00:00,1.413,16,6,1,False
2013-04-21 16:30:00,1.165,16,6,1,False
2013-04-21 17:00:00,1.1289999,17,6,1,False
2013-04-21 17:30:00,1.035,17,6,1,False
2013-04-21 18:00:00,1.462,18,6,1,False
2013-04-21 18:30:00,1.9069999,18,6,1,False
2013-04-21 19:00:00,1.273,19,6,1,False
2013-04-21 19:30:00,2.3069999,19,6,1,False
2013-04-21 20:00:00,2.5539999,20,6,-1,True
2013-04-21 20:30:00,3.0610001,20,6,-1,True
2013-04-21 21:00:00,1.954,21,6,1,False
2013-04-21 21:30:00,1.1799999,21,6,1,False
2013-04-21 22:00:00,0.841,22,6,1,False
2013-04-21 22:30:00,0.257,22,6,1,False
2013-04-21 23:00:00,0.282,23,6,1,False
2013-04-21 23:30:00,0.269,23,6,1,False
2013-04-22 00:00:00,0.19,0,0,1,False
2013-04-22 00:30:00,0.144,0,0,1,False
2013-04-22 01:00:00,0.16,1,0,1,False
2013-04-22 01:30:00,0.197,1,0,1,False
2013-04-22 02:00:00,0.148,2,0,1,False
2013-04-22 02:30:00,0.14,2,0,1,False
2013-04-22 03:00:00,0.17,3,0,1,False
2013-04-22 03:30:00,0.222,3,0,1,False
2013-04-22 04:00:00,0.176,4,0,1,False
2013-04-22 04:30:00,0.144,4,0,1,False
2013-04-22 05:00:00,0.156,5,0,1,False
2013-04-22 05:30:00,0.2,5,0,1,False
2013-04-22 06:00:00,0.149,6,0,1,False
2013-04-22 06:30:00,0.298,6,0,1,False
2013-04-22 07:00:00,0.439,7,0,1,False
2013-04-22 07:30:00,0.668,7,0,1,False
2013-04-22 08:00:00,0.807,8,0,1,False
2013-04-22 08:30:00,0.194,8,0,1,False
2013-04-22 09:00:00,0.435,9,0,1,False
2013-04-22 09:30:00,0.562,9,0,1,False
2013-04-22 10:00:00,0.164,10,0,1,False
2013-04-22 10:30:00,0.173,10,0,1,False
2013-04-22 11:00:00,0.309,11,0,1,False
2013-04-22 11:30:00,0.249,11,0,1,False
2013-04-22 12:00:00,0.952,12,0,1,False
2013-04-22 12:30:00,0.462,12,0,1,False
2013-04-22 13:00:00,0.361,13,0,1,False
2013-04-22 13:30:00,0.357,13,0,1,False
2013-04-22 14:00:00,0.33,14,0,1,False
2013-04-22 14:30:00,1.429,14,0,1,False
2013-04-22 15:00:00,1.897,15,0,1,False
2013-04-22 15:30:00,2.233,15,0,1,False
2013-04-22 16:00:00,2.4059999,16,0,1,False
2013-04-22 16:30:00,2.033,16,0,1,False
2013-04-22 17:00:00,0.641,17,0,1,False
2013-04-22 17:30:00,0.486,17,0,1,False
2013-04-22 18:00:00,0.529,18,0,1,False
2013-04-22 18:30:00,1.4220001,18,0,1,False
2013-04-22 19:00:00,1.222,19,0,1,False
2013-04-22 19:30:00,1.943,19,0,1,False
2013-04-22 20:00:00,1.822,20,0,1,False
2013-04-22 20:30:00,2.2539999,20,0,1,False
2013-04-22 21:00:00,1.377,21,0,1,False
2013-04-22 21:30:00,1.5369999,21,0,1,False
2013-04-22 22:00:00,0.683,22,0,1,False
2013-04-22 22:30:00,0.552,22,0,1,False
2013-04-22 23:00:00,0.394,23,0,1,False
2013-04-22 23:30:00,0.279,23,0,1,False
2013-04-23 00:00:00,0.225,0,1,1,False
2013-04-23 00:30:00,0.22,0,1,1,False
2013-04-23 01:00:00,0.224,1,1,1,False
2013-04-23 01:30:00,0.184,1,1,1,False
2013-04-23 02:00:00,0.189,2,1,1,False
2013-04-23 02:30:00,0.222,2,1,1,False
2013-04-23 03:00:00,0.18,3,1,1,False
2013-04-23 03:30:00,0.173,3,1,1,False
2013-04-23 04:00:00,0.177,4,1,1,False
2013-04-23 04:30:00,0.232,4,1,1,False
2013-04-23 05:00:00,0.218,5,1,1,False
2013-04-23 05:30:00,0.19,5,1,1,False
2013-04-23 06:00:00,0.17,6,1,1,False
2013-04-23 06:30:00,0.983,6,1,1,False
2013-04-23 07:00:00,2.6589999,7,1,-1,True
2013-04-23 07:30:00,1.193,7,1,1,False
2013-04-23 08:00:00,0.192,8,1,1,False
2013-04-23 08:30:00,0.24,8,1,1,False
2013-04-23 09:00:00,0.828,9,1,1,False
2013-04-23 09:30:00,1.705,9,1,1,False
2013-04-23 10:00:00,0.393,10,1,1,False
2013-04-23 10:30:00,0.149,10,1,1,False
2013-04-23 11:00:00,0.288,11,1,1,False
2013-04-23 11:30:00,0.219,11,1,1,False
2013-04-23 12:00:00,0.167,12,1,1,False
2013-04-23 12:30:00,1.053,12,1,1,False
2013-04-23 13:00:00,0.356,13,1,1,False
2013-04-23 13:30:00,0.256,13,1,1,False
2013-04-23 14:00:00,1.2180001,14,1,1,False
2013-04-23 14:30:00,1.0,14,1,1,False
2013-04-23 15:00:00,0.818,15,1,1,False
2013-04-23 15:30:00,0.829,15,1,1,False
2013-04-23 16:00:00,0.667,16,1,1,False
2013-04-23 16:30:00,1.8789999,16,1,1,False
2013-04-23 17:00:00,3.8380001,17,1,-1,True
2013-04-23 17:30:00,0.818,17,1,1,False
2013-04-23 18:00:00,2.122,18,1,1,False
2013-04-23 18:30:00,0.951,18,1,1,False
2013-04-23 19:00:00,0.633,19,1,1,False
2013-04-23 19:30:00,0.745,19,1,1,False
2013-04-23 20:00:00,1.263,20,1,1,False
2013-04-23 20:30:00,1.148,20,1,1,False
2013-04-23 21:00:00,1.073,21,1,1,False
2013-04-23 21:30:00,0.821,21,1,1,False
2013-04-23 22:00:00,0.54,22,1,1,False
2013-04-23 22:30:00,0.477,22,1,1,False
2013-04-23 23:00:00,0.445,23,1,1,False
2013-04-23 23:30:00,0.285,23,1,1,False
2013-04-24 00:00:00,0.207,0,2,1,False
2013-04-24 00:30:00,0.249,0,2,1,False
2013-04-24 01:00:00,0.247,1,2,1,False
2013-04-24 01:30:00,0.178,1,2,1,False
2013-04-24 02:00:00,0.174,2,2,1,False
2013-04-24 02:30:00,0.216,2,2,1,False
2013-04-24 03:00:00,0.229,3,2,1,False
2013-04-24 03:30:00,0.176,3,2,1,False
2013-04-24 04:00:00,0.194,4,2,1,False
2013-04-24 04:30:00,1.709,4,2,1,False
2013-04-24 05:00:00,0.583,5,2,1,False
2013-04-24 05:30:00,0.338,5,2,1,False
2013-04-24 06:00:00,0.165,6,2,1,False
2013-04-24 06:30:00,0.269,6,2,1,False
2013-04-24 07:00:00,1.7690001,7,2,1,False
2013-04-24 07:30:00,0.271,7,2,1,False
2013-04-24 08:00:00,1.796,8,2,1,False
2013-04-24 08:30:00,1.1720001,8,2,1,False
2013-04-24 09:00:00,0.452,9,2,1,False
2013-04-24 09:30:00,0.64,9,2,1,False
2013-04-24 10:00:00,0.266,10,2,1,False
2013-04-24 10:30:00,0.186,10,2,1,False
2013-04-24 11:00:00,0.645,11,2,1,False
2013-04-24 11:30:00,0.284,11,2,1,False
2013-04-24 12:00:00,0.241,12,2,1,False
2013-04-24 12:30:00,0.208,12,2,1,False
2013-04-24 13:00:00,0.213,13,2,1,False
2013-04-24 13:30:00,0.183,13,2,1,False
2013-04-24 14:00:00,0.205,14,2,1,False
2013-04-24 14:30:00,0.487,14,2,1,False
2013-04-24 15:00:00,1.673,15,2,1,False
2013-04-24 15:30:00,1.545,15,2,1,False
2013-04-24 16:00:00,0.622,16,2,1,False
2013-04-24 16:30:00,0.367,16,2,1,False
2013-04-24 17:00:00,0.435,17,2,1,False
2013-04-24 17:30:00,1.0,17,2,1,False
2013-04-24 18:00:00,1.398,18,2,1,False
2013-04-24 18:30:00,0.984,18,2,1,False
2013-04-24 19:00:00,2.99,19,2,-1,True
2013-04-24 19:30:00,2.0250001,19,2,1,False
2013-04-24 20:00:00,1.1210001,20,2,1,False
2013-04-24 20:30:00,0.698,20,2,1,False
2013-04-24 21:00:00,1.365,21,2,1,False
2013-04-24 21:30:00,0.437,21,2,1,False
2013-04-24 22:00:00,0.311,22,2,1,False
2013-04-24 22:30:00,0.344,22,2,1,False
2013-04-24 23:00:00,0.349,23,2,1,False
2013-04-24 23:30:00,0.216,23,2,1,False
2013-04-25 00:00:00,0.169,0,3,1,False
2013-04-25 00:30:00,0.22,0,3,1,False
2013-04-25 01:00:00,0.2,1,3,1,False
2013-04-25 01:30:00,0.168,1,3,1,False
2013-04-25 02:00:00,0.199,2,3,1,False
2013-04-25 02:30:00,0.242,2,3,1,False
2013-04-25 03:00:00,0.177,3,3,1,False
2013-04-25 03:30:00,0.39,3,3,1,False
2013-04-25 04:00:00,0.183,4,3,1,False
2013-04-25 04:30:00,0.222,4,3,1,False
2013-04-25 05:00:00,0.176,5,3,1,False
2013-04-25 05:30:00,0.163,5,3,1,False
2013-04-25 06:00:00,0.281,6,3,1,False
